,asian,associates,bachelors,black,eviction_likely,eviction_not_likely,eviction_somewhat_likely,eviction_very_unlikely,expenses_a_little_difficulty,expenses_no_difficulty,expenses_some_difficulty,expenses_very_difficult,geography,graduate,hs,job_loss_no,job_loss_yes,kids_in_hh,married,months_behind_avg,no_hs,rent_cur_no,rent_cur_yes,rental_assistance_denied,rental_assistance_not_needed,rental_assistance_recvd,rental_assistance_waiting,some_college,some_hs,survey,un_married,week,white
89,47.0,127.0,404.0,101.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,325.0,168.0,848.0,565.0,541.0,210.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,354.0,29.0,10.0,1210.0,47.0,1196.0
90,100.0,151.0,552.0,187.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,363.0,170.0,936.0,741.0,621.0,248.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,411.0,25.0,11.0,1436.0,48.0,1325.0
91,100.0,151.0,552.0,187.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,363.0,170.0,936.0,741.0,621.0,248.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,411.0,25.0,11.0,1436.0,49.0,1325.0
92,100.0,151.0,552.0,187.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,363.0,170.0,936.0,741.0,621.0,248.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,411.0,25.0,11.0,1436.0,50.0,1325.0
93,124.0,144.0,481.0,256.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,333.0,178.0,796.0,725.0,647.0,219.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,342.0,33.0,11.0,1308.0,48.0,1078.0
94,124.0,144.0,481.0,256.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,333.0,178.0,796.0,725.0,647.0,219.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,342.0,33.0,11.0,1308.0,49.0,1078.0
95,124.0,144.0,481.0,256.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,333.0,178.0,796.0,725.0,647.0,219.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,342.0,33.0,11.0,1308.0,50.0,1078.0
96,45.0,128.0,444.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,312.0,176.0,864.0,578.0,560.0,218.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,345.0,22.0,11.0,1229.0,48.0,1255.0
97,45.0,128.0,444.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,312.0,176.0,864.0,578.0,560.0,218.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,345.0,22.0,11.0,1229.0,49.0,1255.0
98,45.0,128.0,444.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,312.0,176.0,864.0,578.0,560.0,218.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,345.0,22.0,11.0,1229.0,50.0,1255.0
99,90.0,144.0,507.0,203.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,390.0,173.0,891.0,721.0,625.0,224.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,358.0,39.0,12.0,1399.0,51.0,1257.0
100,90.0,144.0,507.0,203.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,390.0,173.0,891.0,721.0,625.0,224.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,358.0,39.0,12.0,1399.0,52.0,1257.0
101,90.0,144.0,507.0,203.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,390.0,173.0,891.0,721.0,625.0,224.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,358.0,39.0,12.0,1399.0,53.0,1257.0
102,134.0,152.0,506.0,245.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,355.0,208.0,871.0,751.0,685.0,228.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,371.0,35.0,12.0,1412.0,51.0,1180.0
103,134.0,152.0,506.0,245.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,355.0,208.0,871.0,751.0,685.0,228.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,371.0,35.0,12.0,1412.0,52.0,1180.0
104,134.0,152.0,506.0,245.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,355.0,208.0,871.0,751.0,685.0,228.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,371.0,35.0,12.0,1412.0,53.0,1180.0
105,41.0,146.0,405.0,84.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,320.0,195.0,826.0,574.0,551.0,212.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,301.0,27.0,12.0,1194.0,51.0,1209.0
106,41.0,146.0,405.0,84.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,320.0,195.0,826.0,574.0,551.0,212.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,301.0,27.0,12.0,1194.0,52.0,1209.0
107,41.0,146.0,405.0,84.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,320.0,195.0,826.0,574.0,551.0,212.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,301.0,27.0,12.0,1194.0,53.0,1209.0
108,151.0,210.0,693.0,271.0,6.0,8.0,9.0,7.0,428.0,1119.0,330.0,202.0,Dallas,443.0,224.0,1306.0,823.0,837.0,318.0,-1.0,12.0,30.0,402.0,-1.0,-1.0,-1.0,-1.0,524.0,39.0,13.0,1827.0,54.0,1646.0
109,151.0,210.0,693.0,271.0,6.0,8.0,9.0,7.0,428.0,1119.0,330.0,202.0,Dallas,443.0,224.0,1306.0,823.0,837.0,318.0,-1.0,12.0,30.0,402.0,-1.0,-1.0,-1.0,-1.0,524.0,39.0,13.0,1827.0,55.0,1646.0
110,151.0,210.0,693.0,271.0,6.0,8.0,9.0,7.0,428.0,1119.0,330.0,202.0,Dallas,443.0,224.0,1306.0,823.0,837.0,318.0,-1.0,12.0,30.0,402.0,-1.0,-1.0,-1.0,-1.0,524.0,39.0,13.0,1827.0,56.0,1646.0
111,171.0,167.0,581.0,303.0,10.0,14.0,16.0,10.0,420.0,869.0,307.0,208.0,Houston,434.0,212.0,1118.0,732.0,762.0,255.0,-1.0,15.0,50.0,305.0,-1.0,-1.0,-1.0,-1.0,399.0,53.0,13.0,1606.0,54.0,1314.0
112,171.0,167.0,581.0,303.0,10.0,14.0,16.0,10.0,420.0,869.0,307.0,208.0,Houston,434.0,212.0,1118.0,732.0,762.0,255.0,-1.0,15.0,50.0,305.0,-1.0,-1.0,-1.0,-1.0,399.0,53.0,13.0,1606.0,55.0,1314.0
113,171.0,167.0,581.0,303.0,10.0,14.0,16.0,10.0,420.0,869.0,307.0,208.0,Houston,434.0,212.0,1118.0,732.0,762.0,255.0,-1.0,15.0,50.0,305.0,-1.0,-1.0,-1.0,-1.0,399.0,53.0,13.0,1606.0,56.0,1314.0
114,64.0,138.0,424.0,113.0,10.0,15.0,11.0,8.0,328.0,718.0,262.0,180.0,Texas,324.0,206.0,954.0,555.0,559.0,242.0,-1.0,22.0,44.0,359.0,-1.0,-1.0,-1.0,-1.0,364.0,36.0,13.0,1272.0,54.0,1265.0
115,64.0,138.0,424.0,113.0,10.0,15.0,11.0,8.0,328.0,718.0,262.0,180.0,Texas,324.0,206.0,954.0,555.0,559.0,242.0,-1.0,22.0,44.0,359.0,-1.0,-1.0,-1.0,-1.0,364.0,36.0,13.0,1272.0,55.0,1265.0
116,64.0,138.0,424.0,113.0,10.0,15.0,11.0,8.0,328.0,718.0,262.0,180.0,Texas,324.0,206.0,954.0,555.0,559.0,242.0,-1.0,22.0,44.0,359.0,-1.0,-1.0,-1.0,-1.0,364.0,36.0,13.0,1272.0,56.0,1265.0
117,160.0,195.0,702.0,269.0,9.0,16.0,11.0,10.0,467.0,1086.0,336.0,217.0,Dallas,470.0,230.0,1291.0,868.0,812.0,348.0,-1.0,12.0,47.0,440.0,-1.0,-1.0,-1.0,-1.0,528.0,36.0,14.0,1825.0,57.0,1652.0
118,160.0,195.0,702.0,269.0,9.0,16.0,11.0,10.0,467.0,1086.0,336.0,217.0,Dallas,470.0,230.0,1291.0,868.0,812.0,348.0,-1.0,12.0,47.0,440.0,-1.0,-1.0,-1.0,-1.0,528.0,36.0,14.0,1825.0,58.0,1652.0
119,160.0,195.0,702.0,269.0,9.0,16.0,11.0,10.0,467.0,1086.0,336.0,217.0,Dallas,470.0,230.0,1291.0,868.0,812.0,348.0,-1.0,12.0,47.0,440.0,-1.0,-1.0,-1.0,-1.0,528.0,36.0,14.0,1825.0,59.0,1652.0
120,172.0,176.0,554.0,307.0,14.0,18.0,24.0,13.0,400.0,886.0,280.0,229.0,Houston,427.0,242.0,1062.0,769.0,714.0,262.0,-1.0,13.0,69.0,291.0,-1.0,-1.0,-1.0,-1.0,394.0,35.0,14.0,1579.0,57.0,1268.0
121,172.0,176.0,554.0,307.0,14.0,18.0,24.0,13.0,400.0,886.0,280.0,229.0,Houston,427.0,242.0,1062.0,769.0,714.0,262.0,-1.0,13.0,69.0,291.0,-1.0,-1.0,-1.0,-1.0,394.0,35.0,14.0,1579.0,58.0,1268.0
122,172.0,176.0,554.0,307.0,14.0,18.0,24.0,13.0,400.0,886.0,280.0,229.0,Houston,427.0,242.0,1062.0,769.0,714.0,262.0,-1.0,13.0,69.0,291.0,-1.0,-1.0,-1.0,-1.0,394.0,35.0,14.0,1579.0,59.0,1268.0
123,57.0,152.0,433.0,84.0,6.0,12.0,15.0,8.0,285.0,755.0,247.0,173.0,Texas,324.0,178.0,945.0,533.0,544.0,244.0,-1.0,11.0,41.0,346.0,-1.0,-1.0,-1.0,-1.0,361.0,24.0,14.0,1239.0,57.0,1265.0
124,57.0,152.0,433.0,84.0,6.0,12.0,15.0,8.0,285.0,755.0,247.0,173.0,Texas,324.0,178.0,945.0,533.0,544.0,244.0,-1.0,11.0,41.0,346.0,-1.0,-1.0,-1.0,-1.0,361.0,24.0,14.0,1239.0,58.0,1265.0
125,57.0,152.0,433.0,84.0,6.0,12.0,15.0,8.0,285.0,755.0,247.0,173.0,Texas,324.0,178.0,945.0,533.0,544.0,244.0,-1.0,11.0,41.0,346.0,-1.0,-1.0,-1.0,-1.0,361.0,24.0,14.0,1239.0,59.0,1265.0
126,122.0,178.0,630.0,234.0,8.0,10.0,7.0,9.0,425.0,957.0,332.0,184.0,Dallas,497.0,197.0,1170.0,761.0,709.0,318.0,-1.0,17.0,34.0,362.0,-1.0,-1.0,-1.0,-1.0,395.0,23.0,15.0,1619.0,60.0,1492.0
127,122.0,178.0,630.0,234.0,8.0,10.0,7.0,9.0,425.0,957.0,332.0,184.0,Dallas,497.0,197.0,1170.0,761.0,709.0,318.0,-1.0,17.0,34.0,362.0,-1.0,-1.0,-1.0,-1.0,395.0,23.0,15.0,1619.0,61.0,1492.0
128,122.0,178.0,630.0,234.0,8.0,10.0,7.0,9.0,425.0,957.0,332.0,184.0,Dallas,497.0,197.0,1170.0,761.0,709.0,318.0,-1.0,17.0,34.0,362.0,-1.0,-1.0,-1.0,-1.0,395.0,23.0,15.0,1619.0,62.0,1492.0
129,152.0,163.0,517.0,269.0,5.0,20.0,17.0,11.0,342.0,825.0,292.0,200.0,Houston,372.0,191.0,980.0,717.0,676.0,240.0,-1.0,17.0,53.0,291.0,-1.0,-1.0,-1.0,-1.0,404.0,38.0,15.0,1462.0,60.0,1216.0
130,152.0,163.0,517.0,269.0,5.0,20.0,17.0,11.0,342.0,825.0,292.0,200.0,Houston,372.0,191.0,980.0,717.0,676.0,240.0,-1.0,17.0,53.0,291.0,-1.0,-1.0,-1.0,-1.0,404.0,38.0,15.0,1462.0,61.0,1216.0
131,152.0,163.0,517.0,269.0,5.0,20.0,17.0,11.0,342.0,825.0,292.0,200.0,Houston,372.0,191.0,980.0,717.0,676.0,240.0,-1.0,17.0,53.0,291.0,-1.0,-1.0,-1.0,-1.0,404.0,38.0,15.0,1462.0,62.0,1216.0
132,41.0,116.0,402.0,84.0,8.0,9.0,14.0,9.0,304.0,623.0,193.0,150.0,Texas,255.0,149.0,780.0,504.0,442.0,181.0,-1.0,12.0,40.0,262.0,-1.0,-1.0,-1.0,-1.0,333.0,21.0,15.0,1107.0,60.0,1112.0
133,41.0,116.0,402.0,84.0,8.0,9.0,14.0,9.0,304.0,623.0,193.0,150.0,Texas,255.0,149.0,780.0,504.0,442.0,181.0,-1.0,12.0,40.0,262.0,-1.0,-1.0,-1.0,-1.0,333.0,21.0,15.0,1107.0,61.0,1112.0
134,41.0,116.0,402.0,84.0,8.0,9.0,14.0,9.0,304.0,623.0,193.0,150.0,Texas,255.0,149.0,780.0,504.0,442.0,181.0,-1.0,12.0,40.0,262.0,-1.0,-1.0,-1.0,-1.0,333.0,21.0,15.0,1107.0,62.0,1112.0
135,134.0,175.0,616.0,211.0,4.0,9.0,15.0,18.0,384.0,970.0,284.0,183.0,Dallas,413.0,168.0,1122.0,736.0,730.0,294.0,-1.0,13.0,46.0,368.0,-1.0,-1.0,-1.0,-1.0,466.0,20.0,16.0,1577.0,63.0,1447.0
136,134.0,175.0,616.0,211.0,4.0,9.0,15.0,18.0,384.0,970.0,284.0,183.0,Dallas,413.0,168.0,1122.0,736.0,730.0,294.0,-1.0,13.0,46.0,368.0,-1.0,-1.0,-1.0,-1.0,466.0,20.0,16.0,1577.0,64.0,1447.0
137,134.0,175.0,616.0,211.0,4.0,9.0,15.0,18.0,384.0,970.0,284.0,183.0,Dallas,413.0,168.0,1122.0,736.0,730.0,294.0,-1.0,13.0,46.0,368.0,-1.0,-1.0,-1.0,-1.0,466.0,20.0,16.0,1577.0,65.0,1447.0
138,129.0,144.0,491.0,234.0,10.0,12.0,12.0,14.0,301.0,691.0,274.0,185.0,Houston,340.0,141.0,872.0,613.0,587.0,215.0,-1.0,11.0,48.0,240.0,-1.0,-1.0,-1.0,-1.0,335.0,31.0,16.0,1278.0,63.0,1060.0
139,129.0,144.0,491.0,234.0,10.0,12.0,12.0,14.0,301.0,691.0,274.0,185.0,Houston,340.0,141.0,872.0,613.0,587.0,215.0,-1.0,11.0,48.0,240.0,-1.0,-1.0,-1.0,-1.0,335.0,31.0,16.0,1278.0,64.0,1060.0
140,129.0,144.0,491.0,234.0,10.0,12.0,12.0,14.0,301.0,691.0,274.0,185.0,Houston,340.0,141.0,872.0,613.0,587.0,215.0,-1.0,11.0,48.0,240.0,-1.0,-1.0,-1.0,-1.0,335.0,31.0,16.0,1278.0,65.0,1060.0
141,37.0,145.0,372.0,80.0,4.0,14.0,12.0,6.0,280.0,631.0,202.0,139.0,Texas,282.0,135.0,806.0,457.0,452.0,193.0,-1.0,10.0,36.0,275.0,-1.0,-1.0,-1.0,-1.0,298.0,26.0,16.0,1075.0,63.0,1091.0
142,37.0,145.0,372.0,80.0,4.0,14.0,12.0,6.0,280.0,631.0,202.0,139.0,Texas,282.0,135.0,806.0,457.0,452.0,193.0,-1.0,10.0,36.0,275.0,-1.0,-1.0,-1.0,-1.0,298.0,26.0,16.0,1075.0,64.0,1091.0
143,37.0,145.0,372.0,80.0,4.0,14.0,12.0,6.0,280.0,631.0,202.0,139.0,Texas,282.0,135.0,806.0,457.0,452.0,193.0,-1.0,10.0,36.0,275.0,-1.0,-1.0,-1.0,-1.0,298.0,26.0,16.0,1075.0,65.0,1091.0
144,102.0,124.0,558.0,215.0,4.0,15.0,13.0,7.0,346.0,848.0,293.0,186.0,Dallas,414.0,195.0,1048.0,662.0,668.0,278.0,-1.0,10.0,39.0,309.0,-1.0,-1.0,-1.0,-1.0,386.0,28.0,17.0,1437.0,66.0,1317.0
145,102.0,124.0,558.0,215.0,4.0,15.0,13.0,7.0,346.0,848.0,293.0,186.0,Dallas,414.0,195.0,1048.0,662.0,668.0,278.0,-1.0,10.0,39.0,309.0,-1.0,-1.0,-1.0,-1.0,386.0,28.0,17.0,1437.0,67.0,1317.0
146,102.0,124.0,558.0,215.0,4.0,15.0,13.0,7.0,346.0,848.0,293.0,186.0,Dallas,414.0,195.0,1048.0,662.0,668.0,278.0,-1.0,10.0,39.0,309.0,-1.0,-1.0,-1.0,-1.0,386.0,28.0,17.0,1437.0,68.0,1317.0
147,111.0,134.0,417.0,202.0,10.0,8.0,19.0,10.0,262.0,622.0,212.0,197.0,Houston,307.0,135.0,763.0,569.0,550.0,201.0,-1.0,14.0,47.0,213.0,-1.0,-1.0,-1.0,-1.0,304.0,24.0,17.0,1134.0,66.0,960.0
148,111.0,134.0,417.0,202.0,10.0,8.0,19.0,10.0,262.0,622.0,212.0,197.0,Houston,307.0,135.0,763.0,569.0,550.0,201.0,-1.0,14.0,47.0,213.0,-1.0,-1.0,-1.0,-1.0,304.0,24.0,17.0,1134.0,67.0,960.0
149,111.0,134.0,417.0,202.0,10.0,8.0,19.0,10.0,262.0,622.0,212.0,197.0,Houston,307.0,135.0,763.0,569.0,550.0,201.0,-1.0,14.0,47.0,213.0,-1.0,-1.0,-1.0,-1.0,304.0,24.0,17.0,1134.0,68.0,960.0
150,42.0,148.0,354.0,74.0,1.0,5.0,9.0,6.0,252.0,597.0,182.0,139.0,Texas,296.0,117.0,709.0,468.0,430.0,192.0,-1.0,10.0,21.0,271.0,-1.0,-1.0,-1.0,-1.0,245.0,12.0,17.0,990.0,66.0,1007.0
151,42.0,148.0,354.0,74.0,1.0,5.0,9.0,6.0,252.0,597.0,182.0,139.0,Texas,296.0,117.0,709.0,468.0,430.0,192.0,-1.0,10.0,21.0,271.0,-1.0,-1.0,-1.0,-1.0,245.0,12.0,17.0,990.0,67.0,1007.0
152,42.0,148.0,354.0,74.0,1.0,5.0,9.0,6.0,252.0,597.0,182.0,139.0,Texas,296.0,117.0,709.0,468.0,430.0,192.0,-1.0,10.0,21.0,271.0,-1.0,-1.0,-1.0,-1.0,245.0,12.0,17.0,990.0,68.0,1007.0
153,61.0,97.0,356.0,126.0,5.0,8.0,7.0,6.0,193.0,542.0,185.0,125.0,Dallas,250.0,119.0,639.0,442.0,399.0,175.0,-1.0,4.0,27.0,174.0,-1.0,-1.0,-1.0,-1.0,250.0,8.0,18.0,909.0,69.0,849.0
154,61.0,97.0,356.0,126.0,5.0,8.0,7.0,6.0,193.0,542.0,185.0,125.0,Dallas,250.0,119.0,639.0,442.0,399.0,175.0,-1.0,4.0,27.0,174.0,-1.0,-1.0,-1.0,-1.0,250.0,8.0,18.0,909.0,70.0,849.0
155,61.0,97.0,356.0,126.0,5.0,8.0,7.0,6.0,193.0,542.0,185.0,125.0,Dallas,250.0,119.0,639.0,442.0,399.0,175.0,-1.0,4.0,27.0,174.0,-1.0,-1.0,-1.0,-1.0,250.0,8.0,18.0,909.0,71.0,849.0
156,79.0,89.0,304.0,132.0,3.0,7.0,10.0,7.0,189.0,461.0,158.0,126.0,Houston,245.0,99.0,539.0,422.0,388.0,135.0,-1.0,5.0,27.0,156.0,-1.0,-1.0,-1.0,-1.0,196.0,26.0,18.0,829.0,69.0,714.0
157,79.0,89.0,304.0,132.0,3.0,7.0,10.0,7.0,189.0,461.0,158.0,126.0,Houston,245.0,99.0,539.0,422.0,388.0,135.0,-1.0,5.0,27.0,156.0,-1.0,-1.0,-1.0,-1.0,196.0,26.0,18.0,829.0,70.0,714.0
158,79.0,89.0,304.0,132.0,3.0,7.0,10.0,7.0,189.0,461.0,158.0,126.0,Houston,245.0,99.0,539.0,422.0,388.0,135.0,-1.0,5.0,27.0,156.0,-1.0,-1.0,-1.0,-1.0,196.0,26.0,18.0,829.0,71.0,714.0
159,28.0,87.0,225.0,43.0,4.0,5.0,6.0,3.0,147.0,408.0,99.0,89.0,Texas,177.0,68.0,471.0,282.0,278.0,101.0,-1.0,6.0,18.0,151.0,-1.0,-1.0,-1.0,-1.0,179.0,12.0,18.0,653.0,69.0,645.0
160,28.0,87.0,225.0,43.0,4.0,5.0,6.0,3.0,147.0,408.0,99.0,89.0,Texas,177.0,68.0,471.0,282.0,278.0,101.0,-1.0,6.0,18.0,151.0,-1.0,-1.0,-1.0,-1.0,179.0,12.0,18.0,653.0,70.0,645.0
161,28.0,87.0,225.0,43.0,4.0,5.0,6.0,3.0,147.0,408.0,99.0,89.0,Texas,177.0,68.0,471.0,282.0,278.0,101.0,-1.0,6.0,18.0,151.0,-1.0,-1.0,-1.0,-1.0,179.0,12.0,18.0,653.0,71.0,645.0
162,80.0,127.0,411.0,153.0,4.0,16.0,12.0,4.0,256.0,667.0,191.0,188.0,Dallas,317.0,147.0,783.0,560.0,492.0,208.0,-1.0,11.0,37.0,252.0,-1.0,-1.0,-1.0,-1.0,311.0,23.0,19.0,1139.0,72.0,1056.0
163,80.0,127.0,411.0,153.0,4.0,16.0,12.0,4.0,256.0,667.0,191.0,188.0,Dallas,317.0,147.0,783.0,560.0,492.0,208.0,-1.0,11.0,37.0,252.0,-1.0,-1.0,-1.0,-1.0,311.0,23.0,19.0,1139.0,73.0,1056.0
164,80.0,127.0,411.0,153.0,4.0,16.0,12.0,4.0,256.0,667.0,191.0,188.0,Dallas,317.0,147.0,783.0,560.0,492.0,208.0,-1.0,11.0,37.0,252.0,-1.0,-1.0,-1.0,-1.0,311.0,23.0,19.0,1139.0,74.0,1056.0
165,88.0,104.0,362.0,186.0,11.0,9.0,17.0,6.0,246.0,524.0,201.0,185.0,Houston,262.0,127.0,665.0,517.0,465.0,158.0,-1.0,8.0,45.0,164.0,-1.0,-1.0,-1.0,-1.0,308.0,20.0,19.0,1033.0,72.0,872.0
166,88.0,104.0,362.0,186.0,11.0,9.0,17.0,6.0,246.0,524.0,201.0,185.0,Houston,262.0,127.0,665.0,517.0,465.0,158.0,-1.0,8.0,45.0,164.0,-1.0,-1.0,-1.0,-1.0,308.0,20.0,19.0,1033.0,73.0,872.0
167,88.0,104.0,362.0,186.0,11.0,9.0,17.0,6.0,246.0,524.0,201.0,185.0,Houston,262.0,127.0,665.0,517.0,465.0,158.0,-1.0,8.0,45.0,164.0,-1.0,-1.0,-1.0,-1.0,308.0,20.0,19.0,1033.0,74.0,872.0
168,37.0,96.0,250.0,57.0,4.0,4.0,10.0,8.0,192.0,403.0,150.0,109.0,Texas,189.0,120.0,512.0,353.0,326.0,151.0,-1.0,8.0,26.0,186.0,-1.0,-1.0,-1.0,-1.0,194.0,13.0,19.0,719.0,72.0,734.0
169,37.0,96.0,250.0,57.0,4.0,4.0,10.0,8.0,192.0,403.0,150.0,109.0,Texas,189.0,120.0,512.0,353.0,326.0,151.0,-1.0,8.0,26.0,186.0,-1.0,-1.0,-1.0,-1.0,194.0,13.0,19.0,719.0,73.0,734.0
170,37.0,96.0,250.0,57.0,4.0,4.0,10.0,8.0,192.0,403.0,150.0,109.0,Texas,189.0,120.0,512.0,353.0,326.0,151.0,-1.0,8.0,26.0,186.0,-1.0,-1.0,-1.0,-1.0,194.0,13.0,19.0,719.0,74.0,734.0
171,87.0,142.0,466.0,170.0,10.0,15.0,10.0,13.0,289.0,746.0,227.0,163.0,Dallas,331.0,155.0,875.0,582.0,553.0,217.0,-1.0,12.0,48.0,261.0,-1.0,-1.0,-1.0,-1.0,338.0,22.0,20.0,1249.0,75.0,1146.0
172,87.0,142.0,466.0,170.0,10.0,15.0,10.0,13.0,289.0,746.0,227.0,163.0,Dallas,331.0,155.0,875.0,582.0,553.0,217.0,-1.0,12.0,48.0,261.0,-1.0,-1.0,-1.0,-1.0,338.0,22.0,20.0,1249.0,76.0,1146.0
173,87.0,142.0,466.0,170.0,10.0,15.0,10.0,13.0,289.0,746.0,227.0,163.0,Dallas,331.0,155.0,875.0,582.0,553.0,217.0,-1.0,12.0,48.0,261.0,-1.0,-1.0,-1.0,-1.0,338.0,22.0,20.0,1249.0,77.0,1146.0
174,120.0,120.0,408.0,164.0,11.0,12.0,19.0,6.0,217.0,585.0,184.0,181.0,Houston,280.0,113.0,658.0,526.0,471.0,160.0,-1.0,11.0,49.0,175.0,-1.0,-1.0,-1.0,-1.0,236.0,30.0,20.0,1038.0,75.0,857.0
175,120.0,120.0,408.0,164.0,11.0,12.0,19.0,6.0,217.0,585.0,184.0,181.0,Houston,280.0,113.0,658.0,526.0,471.0,160.0,-1.0,11.0,49.0,175.0,-1.0,-1.0,-1.0,-1.0,236.0,30.0,20.0,1038.0,76.0,857.0
176,120.0,120.0,408.0,164.0,11.0,12.0,19.0,6.0,217.0,585.0,184.0,181.0,Houston,280.0,113.0,658.0,526.0,471.0,160.0,-1.0,11.0,49.0,175.0,-1.0,-1.0,-1.0,-1.0,236.0,30.0,20.0,1038.0,77.0,857.0
177,23.0,97.0,261.0,55.0,3.0,9.0,6.0,8.0,175.0,452.0,152.0,137.0,Texas,215.0,108.0,576.0,355.0,345.0,147.0,-1.0,3.0,27.0,175.0,-1.0,-1.0,-1.0,-1.0,231.0,19.0,20.0,787.0,75.0,815.0
178,23.0,97.0,261.0,55.0,3.0,9.0,6.0,8.0,175.0,452.0,152.0,137.0,Texas,215.0,108.0,576.0,355.0,345.0,147.0,-1.0,3.0,27.0,175.0,-1.0,-1.0,-1.0,-1.0,231.0,19.0,20.0,787.0,76.0,815.0
179,23.0,97.0,261.0,55.0,3.0,9.0,6.0,8.0,175.0,452.0,152.0,137.0,Texas,215.0,108.0,576.0,355.0,345.0,147.0,-1.0,3.0,27.0,175.0,-1.0,-1.0,-1.0,-1.0,231.0,19.0,20.0,787.0,77.0,815.0
180,73.0,115.0,421.0,163.0,10.0,8.0,18.0,4.0,241.0,645.0,209.0,164.0,Dallas,301.0,153.0,754.0,535.0,452.0,199.0,-1.0,8.0,40.0,236.0,-1.0,-1.0,-1.0,-1.0,278.0,20.0,21.0,1097.0,78.0,1012.0
181,73.0,115.0,421.0,163.0,10.0,8.0,18.0,4.0,241.0,645.0,209.0,164.0,Dallas,301.0,153.0,754.0,535.0,452.0,199.0,-1.0,8.0,40.0,236.0,-1.0,-1.0,-1.0,-1.0,278.0,20.0,21.0,1097.0,79.0,1012.0
182,73.0,115.0,421.0,163.0,10.0,8.0,18.0,4.0,241.0,645.0,209.0,164.0,Dallas,301.0,153.0,754.0,535.0,452.0,199.0,-1.0,8.0,40.0,236.0,-1.0,-1.0,-1.0,-1.0,278.0,20.0,21.0,1097.0,80.0,1012.0
183,82.0,110.0,397.0,185.0,9.0,6.0,9.0,3.0,223.0,544.0,188.0,176.0,Houston,271.0,113.0,643.0,519.0,442.0,176.0,-1.0,4.0,28.0,167.0,-1.0,-1.0,-1.0,-1.0,250.0,23.0,21.0,992.0,78.0,859.0
184,82.0,110.0,397.0,185.0,9.0,6.0,9.0,3.0,223.0,544.0,188.0,176.0,Houston,271.0,113.0,643.0,519.0,442.0,176.0,-1.0,4.0,28.0,167.0,-1.0,-1.0,-1.0,-1.0,250.0,23.0,21.0,992.0,79.0,859.0
